,wind10,temp,atmosphere,humidity,power,en_month,en_hour,en_cos_angle
102,0.0,-15.141,-0.690743884822004,85.867,0.341072,0.33,0.25,0.9984942039581323
103,0.958,-15.083,-0.5222756482471524,85.525,0.341072,0.33,0.2916666666666667,-0.9572842684825442
104,0.027,-15.091,-0.5952022339135554,85.525,0.341072,0.33,0.3333333333333333,-0.999911659884212
105,0.978,-15.424,-0.6016117265388651,84.779,0.341072,0.33,0.375,0.41911229989415666
106,1.613,-16.339,-0.7232640542453797,84.224,0.342493,0.33,0.4166666666666667,0.9815617310112406
107,1.145,-15.862,-0.442619035886466,84.843,0.341072,0.33,0.4583333333333333,-0.9079421002335751
108,1.534,-15.808,-0.5847057469772987,84.949,0.343914,0.33,0.5,0.9518792776737532
109,1.793,-15.341,-0.3620976696966842,85.184,0.342493,0.33,0.5416666666666666,0.9433106254064056
110,1.679,-15.174,-0.33491714249681054,84.608,0.342493,0.33,0.5833333333333334,-0.2867903218646949
111,1.304,-15.474,-0.6878459685949835,84.928,0.341072,0.33,0.625,-0.5427344990718146
112,1.257,-14.991,-0.3889736940978116,85.504,0.343914,0.33,0.6666666666666666,0.999934039483848
113,0.156,-15.274,-0.6537407225677904,85.269,0.342493,0.33,0.7083333333333334,-0.8456006808396447
114,0.143,-15.391,-0.659773487351448,84.672,0.341072,0.33,0.75,0.6761289403929003
115,0.482,-15.574,-0.5847057469772987,84.011,0.342493,0.33,0.7916666666666666,0.6761289403929003
116,0.0,-15.308,-0.9564294936135224,84.843,0.343914,0.33,0.8333333333333334,0.5856495570102065
117,1.411,-15.241,-0.6842081022479329,85.184,0.348178,0.33,0.875,-0.7829448984721907
118,1.205,-15.574,-0.7170197019282262,84.757,0.348178,0.33,0.9166666666666666,0.20709801100169467
119,1.378,-15.741,-0.6048020597889725,84.757,0.346757,0.33,0.9583333333333334,-0.9993003036087728
120,0.465,-15.708,-0.6507086262464371,85.547,0.352441,0.33,1.0,-0.982337850192286
121,1.173,-15.691,-0.7456549989097114,85.397,0.356704,0.33,1.0416666666666667,0.12446937848832798
122,0.389,-15.558,-0.6724524341359285,85.419,0.341072,0.33,1.0833333333333333,0.9739938508020838
123,0.0,-15.641,-0.7910462143094421,85.419,0.345335,0.33,1.125,0.23063104010356614
124,0.12,-15.824,-0.7287654236346875,84.928,0.343914,0.33,1.1666666666666667,0.15925893433655647
125,0.406,-15.558,-0.497328987875329,85.013,0.345335,0.33,1.2083333333333333,0.9702619309680988
126,1.08,-15.891,-0.8950383984863646,84.715,0.343914,0.33,1.25,0.048633500538969116
127,0.958,-15.914,-0.6469038706212429,84.629,0.345335,0.33,1.2916666666666667,0.1758357230155016
128,1.556,-15.674,-0.7885928668936092,85.355,0.345335,0.33,1.3333333333333333,0.1758357230155016
129,1.886,-14.891,-0.3583662222226022,86.08,0.345335,0.33,1.375,-0.9975584716047543
130,2.15,-14.937,-0.5051167990588947,85.013,0.348178,0.33,1.4166666666666667,-0.25713857237153254
131,1.558,-15.358,-0.6724524341359285,84.971,0.343914,0.33,1.4583333333333333,-0.5002389659276427
132,1.196,-14.891,-0.8909883020852796,85.44,0.341072,0.33,1.5,0.999768577477741
133,1.04,-14.891,-0.7620785640824579,84.949,0.345335,0.33,1.5416666666666667,0.9817225540087057
134,0.898,-14.624,-0.5887546485485288,85.717,0.345335,0.33,1.5833333333333333,0.9388622153643946
135,0.093,-13.595,-0.564244012106849,85.504,0.345335,0.33,1.625,0.7721908993399316
136,0.0,-14.183,-0.6507086262464371,84.821,0.343914,0.33,1.6666666666666667,0.6305658667969308
137,0.0,-13.086,-0.7755067084330781,85.461,0.343914,0.33,1.7083333333333333,0.9586676716016169
138,0.835,-11.261,-0.6284176107540181,85.141,0.343914,0.33,1.75,-0.7451031081864141
139,1.154,-10.834,-0.5749289368369273,84.501,0.341072,0.33,1.7916666666666667,0.9999869177156369
140,0.974,-9.891,-0.5675419216574478,84.373,0.345335,0.33,1.8333333333333333,0.9650623390564018
141,1.942,-9.683,-0.37047215302411857,83.712,0.342493,0.33,1.875,0.15487001810465323
142,1.304,-9.291,-0.7429837119196337,83.307,0.342493,0.33,1.9166666666666667,0.7167265125939091
143,0.14,-7.294,-0.767233998968142,78.165,0.341072,0.33,1.9583333333333333,0.569663830360874
144,0.0,-6.445,-0.8793604085440468,69.451,0.341072,0.33,2.0,0.19778402522372224
145,0.0,-3.723,-0.8460423202899179,68.48,0.341072,0.33,2.0416666666666665,0.905304808493184
146,0.0,-3.875,-0.7456549989097114,61.227,0.341072,0.33,2.0833333333333335,0.9411770193294385
147,0.0,-2.818,-0.6182524050789642,53.099,0.341072,0.33,2.125,0.840982624863667
148,0.0,-3.097,-0.9193862323649141,51.712,0.341072,0.33,2.1666666666666665,0.8875946905943147
149,0.0,-3.606,-0.8873276192683088,48.064,0.329703,0.33,2.2083333333333335,0.9317114137542325
150,0.0,-3.823,-0.750961738947918,47.285,0.328282,0.33,2.25,0.9317114137542325
151,0.0,-3.656,-0.12419577782809263,47.456,0.341072,0.33,2.2916666666666665,0.7618062153296019
152,0.0,-3.742,-0.7729751538159836,47.2,0.341072,0.33,2.3333333333333335,0.9027399531893501
153,0.0,-6.123,-0.8716296695070751,49.013,0.339651,0.33,2.375,0.7486986233160788
154,0.323,-8.13,-0.711420393692307,52.277,0.341072,0.33,2.4166666666666665,0.4348137232838992
155,1.228,-9.595,-0.4648961334687412,58.251,0.341072,0.33,2.4583333333333335,-0.5175455800574184
156,1.523,-10.095,0.04147081097303505,63.413,0.336809,0.33,2.5,-0.6729862448933006
157,1.31,-10.166,-0.6182524050789642,66.912,0.339651,0.33,2.5416666666666665,0.8070872079999547
158,1.353,-10.333,-0.767233998968142,68.523,0.335387,0.33,2.5833333333333335,0.31742870151970165
159,1.45,-10.766,-0.711420393692307,70.037,0.341072,0.33,2.625,-0.8987820168910431
160,1.936,-10.816,-0.8716296695070751,70.112,0.341072,0.33,2.6666666666666665,0.5419519124551888
161,2.45,-11.395,-0.4790018672626402,70.4,0.341072,0.33,2.7083333333333335,-0.6537548094393374
162,2.348,-12.103,-0.7232640542453797,71.787,0.343914,0.33,2.75,-0.35464644681707674
163,2.158,-12.67,-0.7342201522857121,73.269,0.296307,0.33,2.7916666666666665,-0.9185317939220629
164,1.85,-13.036,-0.8183403058824184,76.288,0.341072,0.33,2.8333333333333335,0.9265763128728601
165,1.196,-12.886,-0.750961738947918,78.432,0.341072,0.33,2.875,0.15161832407645098
166,1.309,-13.447,-0.6245203910003435,79.509,0.341072,0.33,2.9166666666666665,0.37708423453452616
167,1.025,-13.635,-0.5887546485485288,82.731,0.342493,0.33,2.9583333333333335,0.48353416764253776
168,1.446,-13.756,-0.8131346273649362,84.395,0.345335,0.33,3.0,0.07365281456674298
169,1.36,-14.016,-0.7885928668936092,85.781,0.355283,0.33,3.0416666666666665,-0.8954609922572078
170,0.087,-14.016,-0.8735833512180019,85.355,0.35102,0.33,3.0833333333333335,-0.14198430151101848
171,2.004,-14.083,-0.9436585815050642,84.928,0.341072,0.33,3.125,0.31092891403782313
172,2.991,-14.828,-0.7780258549593817,83.349,0.339651,0.33,3.1666666666666665,-0.5838470068558366
173,3.133,-13.672,-0.22750750112288531,85.696,0.345335,0.33,3.2083333333333335,0.7932756423004597
174,3.014,-12.953,-0.497328987875329,84.224,0.341072,0.33,3.25,-0.6629579462723734
175,2.096,-12.686,-0.5476201063390692,84.288,0.341072,0.33,3.2916666666666665,0.31092891403782313
176,1.858,-12.686,-0.6993711375970347,82.816,0.341072,0.33,3.3333333333333335,0.9997872897100665
177,1.472,-13.428,-0.5984117675139674,82.571,0.341072,0.33,3.375,-0.9963014059399139
178,2.163,-13.449,-0.7057755547941026,83.883,0.356704,0.33,3.4166666666666665,-0.8385288832021403
179,2.409,-13.003,-0.8346611671191742,84.288,0.342493,0.33,3.4583333333333335,-0.9916628683728491
180,2.325,-13.136,-0.6507086262464371,83.243,0.342493,0.33,3.5,-0.05017929720020697
181,2.301,-13.922,-0.24305813727559514,82.261,0.343914,0.33,3.5416666666666665,0.8987014858467449
182,2.209,-13.983,-0.767233998968142,83.221,0.345335,0.33,3.5833333333333335,-0.44250692714329193
183,1.988,-14.099,-0.49385477037827286,84.416,0.341072,0.33,3.625,-0.8673385090166987
184,2.657,-13.983,-0.5476201063390692,85.717,0.341072,0.33,3.6666666666666665,-0.5509141025824722
185,2.147,-13.605,-0.497328987875329,85.931,0.341072,0.33,3.7083333333333335,-0.18992773011070785
186,1.753,-13.933,-0.8013312686801094,84.971,0.341072,0.33,3.75,0.22438371144480873
187,2.37,-13.868,-0.7729751538159836,85.376,0.342493,0.33,3.7916666666666665,0.764003771693101
188,2.194,-13.983,-0.6665098562061904,85.013,0.343914,0.33,3.8333333333333335,0.2946571985161369
189,1.646,-13.728,-0.767233998968142,85.44,0.341072,0.33,3.875,0.9964332012761201
190,0.402,-13.916,-0.4903726512154262,84.331,0.341072,0.33,3.9166666666666665,0.549931381192539
191,0.0,-14.845,-0.3546290408966098,83.072,0.346757,0.33,3.9583333333333335,0.5362094598394515
192,0.0,-15.274,-0.8793604085440468,83.84,0.358126,0.34,0.0,-0.40567565282868845
193,0.948,-15.641,-0.8107998258522712,85.291,0.341072,0.34,0.041666666666666664,-0.8507754787696209
194,0.894,-15.624,-0.8154564187409102,86.635,0.345335,0.34,0.08333333333333333,-0.5979557165932228
195,1.423,-14.87,-0.785508443927082,88.427,0.360968,0.34,0.125,0.9077096667105811
196,2.027,-14.662,-0.6842081022479329,88.149,0.346757,0.34,0.16666666666666666,-0.41524032765371754
197,2.77,-14.883,-0.8502801275080024,86.144,0.358126,0.34,0.20833333333333334,0.9133440568071051
198,3.277,-14.828,-0.26337329391953046,85.781,0.346757,0.34,0.25,0.9660664577647504
199,3.115,-14.924,-0.5299293831632249,86.229,0.345335,0.34,0.2916666666666667,0.9756226979194443
200,2.404,-14.808,-0.8274309118354789,86.4,0.343914,0.34,0.3333333333333333,0.9624442497761292
201,2.299,-14.704,-0.7646623988163707,85.589,0.346757,0.34,0.375,-0.1702550933966556
202,2.283,-14.766,-0.4164319894824766,85.739,0.345335,0.34,0.4166666666666667,0.2689575881300311
203,1.047,-14.166,-0.48250928141686555,86.229,0.353862,0.34,0.4583333333333333,-0.5653877101135576
204,0.947,-14.62,-0.767233998968142,85.141,0.346757,0.34,0.5,0.04226948073900178
205,0.212,-15.108,-0.8131346273649362,85.376,0.365231,0.34,0.5416666666666666,-0.8079645227629872
206,1.304,-15.241,-0.5887546485485288,85.035,0.372337,0.34,0.5833333333333334,-0.9968079689403974
207,1.004,-15.374,-0.8107998258522712,85.397,0.358126,0.34,0.625,-0.9993425436481087
208,0.0,-14.999,-0.803717735099161,85.483,0.28849,0.34,0.6666666666666666,0.4968280340828338
209,0.0,-15.291,-0.6245203910003435,85.269,0.197537,0.34,0.7083333333333334,0.09280621889587708
210,0.0,-15.341,-0.4381299730543258,85.461,0.235198,0.34,0.75,0.3829059648557633
211,0.133,-15.274,-0.6245203910003435,85.419,0.370916,0.34,0.7916666666666666,0.12560730543165263
212,0.0,-15.058,-0.497328987875329,85.568,0.296306,0.34,0.8333333333333334,0.963147081275492
213,0.896,-15.241,-0.637706655015772,85.952,0.172668,0.34,0.875,0.5447787626952536
214,1.896,-15.124,-0.515436794464234,85.589,0.314781,0.34,0.9166666666666666,-0.9512443106100883
215,1.875,-15.274,-0.7885928668936092,85.589,0.368074,0.34,0.9583333333333334,0.44356217792617825
216,1.927,-15.824,-0.637706655015772,84.992,0.349599,0.34,1.0,-0.4559422758951242
217,2.871,-15.788,-0.6346204443282273,84.608,0.349599,0.34,1.0416666666666667,0.8056397848332247
218,2.95,-16.681,-0.7959148999225886,84.245,0.348178,0.34,1.0833333333333333,0.9051948618403274
219,2.279,-15.955,-0.6079827162189354,84.907,0.356704,0.34,1.125,0.9602854044706522
220,2.469,-16.424,-0.22750750112288531,83.712,0.359547,0.34,1.1666666666666667,-0.8941058321917965
221,2.867,-15.874,-0.5576211622402046,84.619,0.35102,0.34,1.2083333333333333,0.9960622624736346
222,2.512,-16.467,-0.6182524050789642,83.552,0.345335,0.34,1.25,-0.9962021981772449
223,2.31,-16.446,-0.5749289368369273,83.627,0.349599,0.34,1.2916666666666667,-0.4234455744179107
224,2.358,-16.254,-0.8154564187409102,83.392,0.35102,0.34,1.3333333333333333,-0.9564339669741838
225,2.26,-15.608,-0.7456549989097114,84.267,0.355283,0.34,1.375,0.9228809093547046
226,1.387,-15.241,-0.29887856980858507,84.331,0.378021,0.34,1.4166666666666667,0.45810884491198983
227,2.105,-15.969,-0.38159133472482926,83.371,0.352441,0.34,1.4583333333333333,0.917712044668045
228,2.773,-15.934,-0.750961738947918,83.221,0.348178,0.34,1.5,0.9566525032194403
229,2.779,-15.955,-0.2508103704630235,83.008,0.369495,0.34,1.5416666666666667,-0.3060951051453317
230,3.292,-14.974,-0.750961738947918,83.968,0.305544,0.34,1.5833333333333333,-0.15685370945523797
231,2.811,-14.887,-0.6182524050789642,82.645,0.208907,0.34,1.625,-0.9943121239040343
232,2.084,-15.534,-0.6627740592897303,80.128,0.202511,0.34,1.6666666666666667,-0.9404965114635221
233,0.523,-17.398,-0.7287654236346875,74.624,0.129323,0.34,1.7083333333333333,0.15889303925607165
234,0.0,-15.008,-0.681285489070276,80.757,0.135008,0.34,1.75,0.30874794071341893
235,0.95,-14.066,-0.8368575390648533,80.192,0.270015,0.34,1.7916666666666667,-0.44671642271921747
236,0.393,-13.945,-0.8836101477865267,76.672,0.53932,0.34,1.8333333333333333,0.14088200458444736
237,0.623,-13.981,-0.832451440612627,75.2,0.839179,0.34,1.875,-0.7855891718922461
238,0.717,-13.186,-0.8755230556138908,73.739,0.769544,0.34,1.9166666666666667,0.9217512697247493
239,1.533,-12.97,-0.515436794464234,70.112,0.434867,0.34,1.9583333333333333,-0.1969428894595865
240,1.313,-13.103,-0.9092660630504114,69.333,0.149219,0.34,2.0,-0.2088060072878917
241,1.797,-12.266,-0.7403005372060155,68.331,0.254383,0.34,2.0416666666666665,0.9941298542684076
242,2.19,-12.016,-0.611944851214779,67.979,0.382285,0.34,2.0833333333333335,-0.5369334978785446
243,2.796,-12.266,-0.7620785640824579,70.091,0.368074,0.34,2.125,0.9651986779105415
244,2.592,-11.932,-0.7568743564287211,68.939,0.379443,0.34,2.1666666666666665,0.9800742018448173
245,2.033,-11.545,-0.48688268610062135,68.789,0.370916,0.34,2.2083333333333335,0.7554805835793679
246,1.54,-11.582,-0.8229119419006783,68.885,0.343914,0.34,2.25,-0.7838226885967743
247,1.561,-11.545,-0.564244012106849,67.296,0.341072,0.34,2.2916666666666665,-0.9236939838622903
248,2.259,-11.345,-0.5509626248094169,68.203,0.341072,0.34,2.3333333333333335,0.6246235613694269
249,1.87,-11.495,-0.859104451056953,69.312,0.341072,0.34,2.375,0.9998386944218535
250,1.817,-11.361,-0.5781971420734189,70.443,0.341072,0.34,2.4166666666666665,0.9329026841390932
251,1.571,-11.64,-0.8985776320443911,71.787,0.341072,0.34,2.4583333333333335,-0.9134201664428945
252,1.349,-11.736,-0.4648961334687412,71.221,0.341072,0.34,2.5,0.9796602396129145
253,0.812,-11.661,-0.8793604085440468,70.037,0.335387,0.34,2.5416666666666665,-0.9649463185255371
254,1.233,-11.411,-0.442619035886466,69.291,0.331124,0.34,2.5833333333333335,-0.32160813176404734
255,0.513,-11.445,-0.8502801275080024,68.939,0.328282,0.34,2.625,-0.6758853313891375
256,0.44,-11.428,-0.711420393692307,68.437,0.332545,0.34,2.6666666666666665,0.4407080780713429
257,0.226,-11.445,-0.8412100789201641,69.536,0.333966,0.34,2.7083333333333335,-0.17981135759187108
258,0.0,-11.711,-0.8412100789201641,71.2,0.339651,0.34,2.75,0.5396461244860667
259,0.0,-11.836,-0.4790018672626402,71.264,0.341072,0.34,2.7916666666666665,0.5055477664928266
260,0.0,-11.766,-0.6245203910003435,71.531,0.341072,0.34,2.8333333333333335,0.5337397076678656
261,0.0,-12.12,-0.6754076079913296,73.163,0.341072,0.34,2.875,0.4349805887165717
262,0.0,-12.486,-0.7780258549593817,75.232,0.341072,0.34,2.9166666666666665,-0.6516248248852554
263,1.031,-12.593,-0.40457796506418786,77.141,0.341072,0.34,2.9583333333333335,-0.6583699206351359
264,0.0,-12.536,-0.637706655015772,79.488,0.341072,0.34,3.0,-0.025648232645096358
265,0.821,-12.686,-0.7260205470967052,82.112,0.341072,0.34,3.0416666666666665,-0.5856251228053606
266,0.0,-12.67,-0.803717735099161,83.584,0.341072,0.34,3.0833333333333335,-0.998981124853873
267,0.0,-12.87,-0.7934869050027916,84.523,0.341072,0.34,3.125,-0.855051965312748
268,0.0,-13.036,-0.7287654236346875,83.968,0.341072,0.34,3.1666666666666665,-0.855051965312748
269,0.0,-14.212,-0.27973424543374503,83.157,0.341072,0.34,3.2083333333333335,-0.44900462489189236
270,0.0,-14.52,-0.7086036430647507,83.968,0.341072,0.34,3.25,-0.999612082405112
271,0.0,-14.874,-0.7198021699477767,83.925,0.341072,0.34,3.2916666666666665,-0.766035713682778
272,0.714,-14.495,-0.5222756482471524,85.803,0.341072,0.34,3.3333333333333335,-0.9863944821475963
273,0.0,-14.599,-0.564244012106849,84.693,0.341072,0.34,3.375,-0.9976987517396584
274,0.303,-14.787,-0.5814560961679721,84.437,0.341072,0.34,3.4166666666666665,-0.08284654393548166
